Country,Month,Total Passengers,Year
Belgium,01 August 2017,97408,2017
South Korea,01 August 2017,651500,2017
Canada,01 August 2017,2862760,2017
Guatemala,01 August 2017,104968,2017
Ecuador,01 August 2017,111393,2017
Colombia,01 August 2017,322631,2017
Aruba,01 August 2017,131848,2017
Mexico,01 August 2017,2611609,2017
Jamaica,01 August 2017,391310,2017
Dominican Republic,01 August 2017,658586,2017
Germany,01 August 2017,1221660,2017
Japan,01 August 2017,1009811,2017
El Salvador,01 August 2017,158937,2017
Honduras,01 August 2017,84295,2017
Chile,01 August 2017,92215,2017
Panama,01 August 2017,306093,2017
Haiti,01 August 2017,135310,2017
Denmark,01 August 2017,114917,2017
United Arab Emirates,01 August 2017,433249,2017
Hong Kong,01 August 2017,306659,2017
Switzerland,01 August 2017,251732,2017
Brazil,01 August 2017,387050,2017
Ireland,01 August 2017,377701,2017
Bahamas,01 August 2017,281207,2017
Argentina,01 August 2017,140432,2017
Italy,01 August 2017,452272,2017
United Kingdom,01 August 2017,1998168,2017
Costa Rica,01 August 2017,201107,2017
Cayman Islands,01 August 2017,84428,2017
Peru,01 August 2017,175139,2017
Turkey,01 August 2017,194326,2017
Japan,01 July 2017,931996,2017
China,01 July 2017,747311,2017
Iceland,01 July 2017,284872,2017
Hong Kong,01 July 2017,316149,2017
South Korea,01 July 2017,649505,2017
Atlantic Ocean,01 July 2017,82107,2017
Aruba,01 July 2017,150171,2017
Spain,01 July 2017,430408,2017
Russia,01 July 2017,102817,2017
Netherlands,01 July 2017,525249,2017
Ecuador,01 July 2017,111337,2017
Jamaica,01 July 2017,432867,2017
Guatemala,01 July 2017,127456,2017
Canada,01 July 2017,2786274,2017
Mexico,01 July 2017,2962798,2017
Dominican Republic,01 July 2017,754011,2017
Germany,01 July 2017,1229136,2017
Honduras,01 July 2017,105279,2017
El Salvador,01 July 2017,177573,2017
Turkey,01 July 2017,193873,2017
Cayman Islands,01 July 2017,97123,2017
Brazil,01 July 2017,424577,2017
Costa Rica,01 July 2017,264038,2017
Haiti,01 July 2017,139954,2017
United Kingdom,01 July 2017,1956099,2017
Peru,01 July 2017,183684,2017
Venezuela,01 July 2017,45037,2017
Belgium,01 July 2017,93585,2017
Antilles,01 July 2017,103638,2017
France,01 July 2017,839696,2017
Argentina,01 July 2017,151786,2017
Italy,01 July 2017,453546,2017
Bahamas,01 July 2017,306876,2017
Ireland,01 July 2017,375105,2017
Australia,01 July 2017,285739,2017
Israel,01 July 2017,131426,2017
Denmark,01 July 2017,124374,2017
United Arab Emirates,01 July 2017,417344,2017
Colombia,01 July 2017,342752,2017
New Zealand,01 July 2017,92631,2017
Taiwan,01 July 2017,267573,2017
Trinidad and Tobago,01 July 2017,96206,2017
Philippines,01 July 2017,98186,2017
Panama,01 July 2017,337392,2017
Switzerland,01 July 2017,246111,2017
Chile,01 July 2017,101947,2017
Russia,01 June 2017,96101,2017
Taiwan,01 June 2017,238409,2017
New Zealand,01 June 2017,87738,2017
Philippines,01 June 2017,94057,2017
Jamaica,01 June 2017,350479,2017
Trinidad and Tobago,01 June 2017,77148,2017
Switzerland,01 June 2017,218385,2017
Antilles,01 June 2017,88342,2017
Atlantic Ocean,01 June 2017,69761,2017
Aruba,01 June 2017,120866,2017
Spain,01 June 2017,413109,2017
Ireland,01 June 2017,357997,2017
Bahamas,01 June 2017,263930,2017
France,01 June 2017,796772,2017
Belgium,01 June 2017,90460,2017
Venezuela,01 June 2017,46415,2017
Guatemala,01 June 2017,110893,2017
Ecuador,01 June 2017,96260,2017
Mexico,01 June 2017,2615651,2017
Dominican Republic,01 June 2017,634611,2017
Hong Kong,01 June 2017,308172,2017
Canada,01 June 2017,2513074,2017
Iceland,01 June 2017,257010,2017
China,01 June 2017,708806,2017
Netherlands,01 June 2017,524003,2017
Germany,01 June 2017,1162010,2017
El Salvador,01 June 2017,153623,2017
Honduras,01 June 2017,92369,2017
Argentina,01 June 2017,133118,2017
United Arab Emirates,01 June 2017,338381,2017
Panama,01 June 2017,287402,2017
Haiti,01 June 2017,112271,2017
Australia,01 June 2017,264692,2017
Chile,01 June 2017,83837,2017
Japan,01 June 2017,926354,2017
South Korea,01 June 2017,597210,2017
Italy,01 June 2017,435967,2017
Cayman Islands,01 June 2017,82108,2017
Brazil,01 June 2017,353894,2017
Peru,01 June 2017,169982,2017
Israel,01 June 2017,143801,2017
Costa Rica,01 June 2017,230899,2017
United Kingdom,01 June 2017,1881959,2017
Denmark,01 June 2017,119450,2017
Turkey,01 June 2017,180936,2017
Colombia,01 June 2017,308198,2017
Italy,01 May 2017,345426,2017
Argentina,01 May 2017,145483,2017
Bahamas,01 May 2017,225563,2017
Brazil,01 May 2017,346022,2017
Cayman Islands,01 May 2017,66811,2017
Venezuela,01 May 2017,47527,2017
Belgium,01 May 2017,83488,2017
Ireland,01 May 2017,300523,2017
France,01 May 2017,691964,2017
Panama,01 May 2017,235948,2017
Chile,01 May 2017,89392,2017
Turkey,01 May 2017,174285,2017
Costa Rica,01 May 2017,201925,2017
Peru,01 May 2017,172555,2017
United Kingdom,01 May 2017,1734749,2017
Mexico,01 May 2017,2383293,2017
Jamaica,01 May 2017,308026,2017
Dominican Republic,01 May 2017,549865,2017
El Salvador,01 May 2017,134379,2017
Haiti,01 May 2017,91968,2017
Honduras,01 May 2017,69521,2017
Guatemala,01 May 2017,84838,2017
Colombia,01 May 2017,274027,2017
Ecuador,01 May 2017,97479,2017
Canada,01 May 2017,2387748,2017
Spain,01 May 2017,343613,2017
Aruba,01 May 2017,121888,2017
Antilles,01 May 2017,90321,2017
Atlantic Ocean,01 May 2017,64385,2017
South Korea,01 May 2017,547690,2017
Japan,01 May 2017,868293,2017
Germany,01 May 2017,1031922,2017
Netherlands,01 May 2017,518639,2017
China,01 May 2017,697674,2017
Iceland,01 May 2017,180118,2017
Russia,01 May 2017,66570,2017
Israel,01 May 2017,123827,2017
Australia,01 May 2017,240874,2017
Hong Kong,01 May 2017,306619,2017
Switzerland,01 May 2017,186274,2017
United Arab Emirates,01 May 2017,351488,2017
Denmark,01 May 2017,102308,2017
Taiwan,01 May 2017,255986,2017
Philippines,01 May 2017,95813,2017
New Zealand,01 May 2017,83790,2017
Trinidad and Tobago,01 May 2017,73807,2017
Brazil,01 April 2017,322452,2017
Turkey,01 April 2017,166901,2017
South Korea,01 April 2017,511458,2017
Bahamas,01 April 2017,261504,2017
Germany,01 April 2017,883925,2017
Ireland,01 April 2017,246217,2017
Cayman Islands,01 April 2017,85567,2017
Italy,01 April 2017,260707,2017
Argentina,01 April 2017,144486,2017
Chile,01 April 2017,86246,2017
Colombia,01 April 2017,280146,2017
Switzerland,01 April 2017,191827,2017
Panama,01 April 2017,244310,2017
Peru,01 April 2017,154165,2017
United Kingdom,01 April 2017,1686075,2017
Costa Rica,01 April 2017,268454,2017
El Salvador,01 April 2017,135778,2017
Haiti,01 April 2017,99448,2017
Hong Kong,01 April 2017,284824,2017
Spain,01 April 2017,284105,2017
Honduras,01 April 2017,78398,2017
Guatemala,01 April 2017,103246,2017
Canada,01 April 2017,2521154,2017
Mexico,01 April 2017,2615186,2017
Jamaica,01 April 2017,331489,2017
Ecuador,01 April 2017,99910,2017
Dominican Republic,01 April 2017,574943,2017
Japan,01 April 2017,814186,2017
Belgium,01 April 2017,86816,2017
Antilles,01 April 2017,111276,2017
France,01 April 2017,645287,2017
Venezuela,01 April 2017,48555,2017
Netherlands,01 April 2017,481342,2017
China,01 April 2017,618565,2017
Atlantic Ocean,01 April 2017,51366,2017
Aruba,01 April 2017,146711,2017
Denmark,01 April 2017,97376,2017
Russia,01 April 2017,60906,2017
Australia,01 April 2017,250504,2017
Iceland,01 April 2017,161439,2017
United Arab Emirates,01 April 2017,319879,2017
Israel,01 April 2017,114164,2017
New Zealand,01 April 2017,91112,2017
Taiwan,01 April 2017,246854,2017
Trinidad and Tobago,01 April 2017,78251,2017
Philippines,01 April 2017,93331,2017
Cayman Islands,01 March 2017,86597,2017
Italy,01 March 2017,164254,2017
Argentina,01 March 2017,154749,2017
Brazil,01 March 2017,323688,2017
France,01 March 2017,496350,2017
Venezuela,01 March 2017,49400,2017
Bahamas,01 March 2017,257789,2017
Germany,01 March 2017,767351,2017
Panama,01 March 2017,252967,2017
Chile,01 March 2017,95038,2017
Turkey,01 March 2017,127852,2017
South Korea,01 March 2017,471142,2017
Costa Rica,01 March 2017,309558,2017
Peru,01 March 2017,159534,2017
United Kingdom,01 March 2017,1408418,2017
Mexico,01 March 2017,2733105,2017
Jamaica,01 March 2017,310078,2017
El Salvador,01 March 2017,138736,2017
Trinidad and Tobago,01 March 2017,75316,2017
Haiti,01 March 2017,102399,2017
Dominican Republic,01 March 2017,584700,2017
Honduras,01 March 2017,71561,2017
Guatemala,01 March 2017,95310,2017
Ecuador,01 March 2017,97345,2017
Canada,01 March 2017,2695634,2017
Atlantic Ocean,01 March 2017,43223,2017
Netherlands,01 March 2017,381752,2017
Belgium,01 March 2017,60607,2017
Antilles,01 March 2017,114335,2017
Spain,01 March 2017,215455,2017
Ireland,01 March 2017,195062,2017
Aruba,01 March 2017,139962,2017
China,01 March 2017,579419,2017
Japan,01 March 2017,941232,2017
Hong Kong,01 March 2017,271813,2017
Russia,01 March 2017,57035,2017
Colombia,01 March 2017,260829,2017
Israel,01 March 2017,116101,2017
Australia,01 March 2017,228762,2017
United Arab Emirates,01 March 2017,331238,2017
Denmark,01 March 2017,72228,2017
Iceland,01 March 2017,150590,2017
Switzerland,01 March 2017,155644,2017
Taiwan,01 March 2017,238632,2017
Philippines,01 March 2017,79485,2017
New Zealand,01 March 2017,96506,2017
Jamaica,01 February 2017,256272,2017
Costa Rica,01 February 2017,252472,2017
Peru,01 February 2017,151586,2017
United Kingdom,01 February 2017,1049847,2017
Turkey,01 February 2017,92056,2017
Brazil,01 February 2017,312498,2017
Cayman Islands,01 February 2017,68566,2017
South Korea,01 February 2017,492945,2017
Ecuador,01 February 2017,81440,2017
Ireland,01 February 2017,116547,2017
Chile,01 February 2017,99563,2017
Spain,01 February 2017,128472,2017
Dominican Republic,01 February 2017,486818,2017
Panama,01 February 2017,233195,2017
Italy,01 February 2017,96496,2017
Japan,01 February 2017,804985,2017
Canada,01 February 2017,2207655,2017
Hong Kong,01 February 2017,235644,2017
Bahamas,01 February 2017,186940,2017
China,01 February 2017,524556,2017
El Salvador,01 February 2017,120552,2017
Guatemala,01 February 2017,78124,2017
Mexico,01 February 2017,2265084,2017
Honduras,01 February 2017,60117,2017
Haiti,01 February 2017,79277,2017
Israel,01 February 2017,94205,2017
Netherlands,01 February 2017,278118,2017
France,01 February 2017,367001,2017
Venezuela,01 February 2017,41054,2017
Argentina,01 February 2017,150498,2017
Germany,01 February 2017,563379,2017
Aruba,01 February 2017,120532,2017
Atlantic Ocean,01 February 2017,31316,2017
Antilles,01 February 2017,99074,2017
Denmark,01 February 2017,54318,2017
Russia,01 February 2017,46778,2017
Colombia,01 February 2017,229539,2017
Australia,01 February 2017,202552,2017
Belgium,01 February 2017,44749,2017
Iceland,01 February 2017,107912,2017
United Arab Emirates,01 February 2017,303444,2017
Switzerland,01 February 2017,120441,2017
New Zealand,01 February 2017,89673,2017
Taiwan,01 February 2017,217212,2017
Trinidad and Tobago,01 February 2017,65631,2017
Philippines,01 February 2017,77075,2017
Hong Kong,01 January 2017,302651,2017
Atlantic Ocean,01 January 2017,33778,2017
Iceland,01 January 2017,120745,2017
Netherlands,01 January 2017,332854,2017
Aruba,01 January 2017,131786,2017
Mexico,01 January 2017,2676063,2017
United Arab Emirates,01 January 2017,430793,2017
Denmark,01 January 2017,67774,2017
Ireland,01 January 2017,145279,2017
Venezuela,01 January 2017,76271,2017
France,01 January 2017,451437,2017
Australia,01 January 2017,285534,2017
Belgium,01 January 2017,51663,2017
Japan,01 January 2017,892760,2017
Canada,01 January 2017,2268674,2017
Switzerland,01 January 2017,152245,2017
Antilles,01 January 2017,103210,2017
China,01 January 2017,651203,2017
Israel,01 January 2017,121063,2017
Turkey,01 January 2017,124697,2017
South Korea,01 January 2017,579798,2017
Dominican Republic,01 January 2017,557768,2017
Panama,01 January 2017,294722,2017
Jamaica,01 January 2017,300508,2017
Spain,01 January 2017,164113,2017
Haiti,01 January 2017,100389,2017
United Kingdom,01 January 2017,1271612,2017
Peru,01 January 2017,167731,2017
Costa Rica,01 January 2017,298960,2017
Ecuador,01 January 2017,97564,2017
Argentina,01 January 2017,162037,2017
Bahamas,01 January 2017,189815,2017
Germany,01 January 2017,696518,2017
Chile,01 January 2017,113243,2017
Honduras,01 January 2017,81993,2017
Guatemala,01 January 2017,106175,2017
Brazil,01 January 2017,424221,2017
El Salvador,01 January 2017,159895,2017
Italy,01 January 2017,133466,2017
Cayman Islands,01 January 2017,69734,2017
Taiwan,01 January 2017,274303,2017
New Zealand,01 January 2017,109967,2017
Russia,01 January 2017,58666,2017
Colombia,01 January 2017,298328,2017
Trinidad and Tobago,01 January 2017,73589,2017
Philippines,01 January 2017,103521,2017
Argentina,01 December 2016,150799,2016
Italy,01 December 2016,161602,2016
El Salvador,01 December 2016,164210,2016
Bahamas,01 December 2016,228568,2016
Philippines,01 December 2016,93042,2016
Germany,01 December 2016,752610,2016
France,01 December 2016,511916,2016
Colombia,01 December 2016,312763,2016
South Korea,01 December 2016,556720,2016
Japan,01 December 2016,876965,2016
Canada,01 December 2016,2301638,2016
China,01 December 2016,653872,2016
Guatemala,01 December 2016,122326,2016
Antilles,01 December 2016,106676,2016
Venezuela,01 December 2016,68100,2016
New Zealand,01 December 2016,105146,2016
Atlantic Ocean,01 December 2016,43943,2016
Netherlands,01 December 2016,362352,2016
Mexico,01 December 2016,2727166,2016
Russia,01 December 2016,57956,2016
Aruba,01 December 2016,127121,2016
Taiwan,01 December 2016,257686,2016
Denmark,01 December 2016,69810,2016
Switzerland,01 December 2016,164865,2016
United Arab Emirates,01 December 2016,419980,2016
Ecuador,01 December 2016,100445,2016
Ireland,01 December 2016,185556,2016
Australia,01 December 2016,263146,2016
Belgium,01 December 2016,60682,2016
Iceland,01 December 2016,122584,2016
Hong Kong,01 December 2016,289386,2016
Israel,01 December 2016,108837,2016
Chile,01 December 2016,104722,2016
Trinidad and Tobago,01 December 2016,92844,2016
Turkey,01 December 2016,144204,2016
United Kingdom,01 December 2016,1468944,2016
Jamaica,01 December 2016,321946,2016
Brazil,01 December 2016,378170,2016
Cayman Islands,01 December 2016,75500,2016
Haiti,01 December 2016,107206,2016
Panama,01 December 2016,290029,2016
Honduras,01 December 2016,88030,2016
Dominican Republic,01 December 2016,550731,2016
Peru,01 December 2016,163385,2016
Spain,01 December 2016,220969,2016
Costa Rica,01 December 2016,286892,2016
Switzerland,01 November 2016,144229,2016
Germany,01 November 2016,688967,2016
Israel,01 November 2016,114794,2016
Turkey,01 November 2016,125568,2016
Jamaica,01 November 2016,253041,2016
United Kingdom,01 November 2016,1406935,2016
Aruba,01 November 2016,106987,2016
South Korea,01 November 2016,487198,2016
Hong Kong,01 November 2016,262122,2016
Japan,01 November 2016,870629,2016
Belgium,01 November 2016,58239,2016
Canada,01 November 2016,2149860,2016
Netherlands,01 November 2016,336754,2016
Australia,01 November 2016,231339,2016
China,01 November 2016,555903,2016
Chile,01 November 2016,84918,2016
Ecuador,01 November 2016,97694,2016
Venezuela,01 November 2016,66448,2016
Ireland,01 November 2016,192102,2016
Dominican Republic,01 November 2016,428514,2016
Panama,01 November 2016,240511,2016
France,01 November 2016,451073,2016
Honduras,01 November 2016,61235,2016
Atlantic Ocean,01 November 2016,47943,2016
United Arab Emirates,01 November 2016,326490,2016
Peru,01 November 2016,151208,2016
Costa Rica,01 November 2016,185926,2016
Mexico,01 November 2016,2166768,2016
Antilles,01 November 2016,82642,2016
Spain,01 November 2016,190311,2016
Denmark,01 November 2016,77246,2016
Iceland,01 November 2016,127014,2016
Cayman Islands,01 November 2016,62985,2016
New Zealand,01 November 2016,91832,2016
Haiti,01 November 2016,86158,2016
Russia,01 November 2016,55166,2016
Italy,01 November 2016,162593,2016
El Salvador,01 November 2016,133194,2016
Trinidad and Tobago,01 November 2016,73564,2016
Bahamas,01 November 2016,174508,2016
Guatemala,01 November 2016,95556,2016
Taiwan,01 November 2016,237594,2016
Argentina,01 November 2016,140021,2016
Philippines,01 November 2016,77438,2016
Brazil,01 November 2016,322158,2016
